Name,customer_id,gender,age,city,state,pincode,occupation,employer_type,monthly_income,Loan_type,loan_account_number,loan_open_date,disbursal_date,disbursal_channel,sanction_amount,interest_rate,monthly_emi_amount,total_emi_count,emi_paid,months_past_due,dpd_days,last_payment_date,prepayment_flag,foreclosure_flag,outstanding_principal,principal_paid,interest_paid_to_date,cibil_score,total_active_loans,total_closed_loans,enquiries_last_6m,account_status,risk_grade,branch_code,ifsc_code
Tara Sharma,CUST00087,Male,37,Gurgaon,Haryana,212951,Salaried,Public Sector,59329,Gold Loan,LA8787160558484,2023-11-19,2023-11-19,DSA,674000,7.59,69766.85,10,6,0,0,2024-05-14,False,False,274709.86,399290.14,19310.96,780,4,5,2,Current,B,BR4383,MSBK0568234
Yash Kaur,CUST00088,Male,51,Bhubaneswar,Odisha,388323,Salaried,NA,213519,Personal Loan,LA8246629699839,2025-11-14,2025-11-14,Corporate Tie-up,651000,15.9,20310.72,42,0,4,120,,False,False,651000.0,0.0,0.0,702,4,0,0,NPA,D,BR3184,MSBK0320035
Arjun Das,CUST00089,Female,51,Gurgaon,Haryana,766587,Salaried,Public Sector,186475,Gold Loan,LA7317844853243,2016-07-17,2016-07-17,Branch,1265000,9.94,49249.01,29,0,0,0,,False,False,1265000.0,0.0,0.0,764,1,0,0,Current,B,BR1489,MSBK0150494
Rohan Nair,CUST00090,Female,41,Gurgaon,Haryana,533994,Student,Government,387,Business Loan,LA4722417605977,2023-10-08,2023-10-08,Online,16804000,12.83,265736.49,106,23,2,67,2025-08-26,True,False,14573079.7,2230920.3,3881018.97,729,1,2,1,SMA-2,D,BR5871,MSBK0496772
Ayaan Rao,CUST00091,Male,43,Mumbai,Maharashtra,790978,Salaried,Government,46917,Auto Loan,LA8715028151242,2023-11-20,2023-11-20,Online,2875000,9.35,56541.18,65,20,0,0,2025-07-12,True,False,2139212.54,735787.46,395036.14,785,2,12,0,Current,B,BR6678,MSBK0449656
Rohan Banerjee,CUST00092,Female,41,Hyderabad,Telangana,817885,Salaried,Proprietorship,97885,Home Loan,LA2634987770730,2020-07-21,2020-07-21,DSA,23383000,9.15,212028.09,242,27,0,0,2022-10-08,False,False,22375926.65,1007073.35,4717685.08,785,1,12,2,Current,B,BR7614,MSBK0628755
Jia Roy,CUST00093,Female,31,Visakhapatnam,Andhra Pradesh,355266,Salaried,Private,108712,Home Loan,LA1074332922152,2019-04-23,2019-04-23,DSA,11028000,10.39,100766.62,342,62,0,0,2024-05-24,False,False,10596894.64,431105.36,5816425.08,773,2,2,2,Current,B,BR6964,MSBK0530201
Aisha Chatterjee,CUST00094,Female,24,Bhubaneswar,Odisha,528679,Salaried,Public Sector,238849,Gold Loan,LA8305404762193,2021-12-22,2021-12-22,DSA,1004000,11.53,38680.87,30,5,0,0,2022-05-17,False,False,856012.83,147987.17,45417.18,766,0,4,1,Current,B,BR2933,MSBK0574329
Harsh Banerjee,CUST00095,Male,68,Noida,Uttar Pradesh,256639,Professional,Government,408481,Auto Loan,LA3975067018444,2015-07-08,2015-07-08,Corporate Tie-up,2350000,10.82,80561.43,34,23,1,37,2017-05-25,True,False,840049.31,1509950.69,342962.2,737,5,1,1,SMA-1,C,BR5981,MSBK0116226
Yash Chauhan,CUST00096,Male,31,Lucknow,Uttar Pradesh,226687,Salaried,Public Sector,68049,Business Loan,LA2400096573285,2019-01-25,2019-01-25,Branch,3699000,12.17,112958.53,40,5,0,0,2019-06-20,False,False,3314048.15,384951.85,179840.8,744,1,7,2,Current,B,BR1352,MSBK0500896
Saanvi Kulkarni,CUST00097,Female,37,Kochi,Kerala,681205,Salaried,Public Sector,159671,Business Loan,LA2157740016984,2016-04-18,2016-04-18,Online,8790000,17.78,621105.93,16,4,1,35,2016-08-16,False,False,6782459.52,2007540.48,476883.24,735,1,8,1,SMA-1,C,BR7805,MSBK0394557
Riya Thakur,CUST00098,Male,30,Pune,Maharashtra,816310,Self-Employed,Private,289918,Business Loan,LA1267920541960,2025-04-15,2025-04-15,Branch,801000,15.48,23971.23,44,6,1,30,2025-10-09,True,False,716485.17,84514.83,59312.55,760,0,1,1,SMA-0,B,BR1312,MSBK0580727
Nisha Sharma,CUST00099,Male,28,Jaipur,Rajasthan,450389,Salaried,Government,248415,Education Loan,LA8018396738296,2016-01-06,2016-01-06,Corporate Tie-up,2868000,13.83,45329.36,114,107,0,0,2024-10-16,False,False,303169.27,2564830.73,2285410.79,738,0,11,2,Current,B,BR4748,MSBK0863931
Nisha Aggarwal,CUST00100,Male,44,Bengaluru,Karnataka,353375,Self-Employed,Government,315956,Home Loan,LA1135078871882,2024-12-04,2024-12-04,Corporate Tie-up,14579000,10.18,139754.27,256,6,0,0,2025-05-30,False,False,14480476.53,98523.47,740002.15,762,2,6,0,Current,B,BR7154,MSBK0529332
Kunal Chatterjee,CUST00101,Male,59,Mumbai,Maharashtra,823797,Salaried,Private,224978,Personal Loan,LA9606737100038,2018-01-01,2018-01-01,Corporate Tie-up,1679000,12.56,138813.51,13,7,2,70,2018-07-27,False,False,803201.83,875798.17,95896.4,716,2,0,0,SMA-2,D,BR2535,MSBK0373215
Rohan Iyer,CUST00102,Female,43,New Delhi,Delhi,311108,Self-Employed,Proprietorship,222489,Personal Loan,LA1260181743123,2017-10-07,2017-10-07,Online,1094000,12.6,22590.32,68,24,0,0,2019-09-25,False,False,792722.84,301277.16,240890.52,768,2,7,5,Current,B,BR8620,MSBK0402255
Diya Bansal,CUST00103,Female,64,Kolkata,West Bengal,390698,Professional,Proprietorship,60609,Education Loan,LA6901510769600,2024-08-12,2024-08-12,DSA,3797000,10.62,50116.62,126,8,0,0,2025-04-05,False,False,3660729.47,136270.53,264662.43,787,3,1,1,Current,B,BR6037,MSBK0848558
Ayaan Iyer,CUST00104,Female,40,New Delhi,Delhi,486965,Salaried,Private,127083,Education Loan,LA9852275337358,2018-02-17,2018-02-17,Online,1362000,13.05,19166.86,137,63,6,180,2023-04-20,False,False,970862.52,391137.48,816374.7,643,1,12,1,NPA,D,BR4284,MSBK0732639
Harsh Gupta,CUST00105,Male,57,Noida,Uttar Pradesh,411740,Student,Private,6359,Home Loan,LA9130327056456,2016-01-01,2016-01-01,DSA,5365000,10.47,55102.48,218,84,3,97,2022-11-22,False,False,4343717.21,1021282.79,3607325.53,711,2,12,0,NPA,D,BR4281,MSBK0865391
Anika Joshi,CUST00106,Male,25,Noida,Uttar Pradesh,185491,Student,Government,5915,Personal Loan,LA3714898844102,2016-09-29,2016-09-29,DSA,2566000,16.93,95534.32,34,20,0,0,2018-05-17,False,False,1205999.68,1360000.32,550686.08,761,3,4,1,Current,B,BR4866,MSBK0526003
Ayaan Naidu,CUST00107,Male,57,Chennai,Tamil Nadu,149918,Retired,Government,60486,Gold Loan,LA6087218225329,2015-09-18,2015-09-18,Corporate Tie-up,967000,7.92,31033.09,35,7,1,37,2016-04-12,False,False,790989.31,176010.69,41220.94,750,2,2,2,SMA-1,C,BR2046,MSBK0785129
Navya Chatterjee,CUST00108,Female,30,Bengaluru,Karnataka,728258,Retired,Government,45750,Auto Loan,LA9899181857641,2015-01-12,2015-01-12,Corporate Tie-up,2237000,8.88,41515.76,69,69,0,0,2020-09-07,False,False,0.0,2237000.0,627587.44,747,2,0,1,Closed,B,BR5416,MSBK0139703
Aisha Roy,CUST00109,Male,23,Lucknow,Uttar Pradesh,172939,Salaried,Proprietorship,28470,Education Loan,LA7683876115723,2023-11-21,2023-11-21,Corporate Tie-up,3102000,13.73,81813.7,50,18,0,0,2025-05-13,False,False,2181953.3,920046.7,552599.9,777,1,7,0,Current,B,BR5555,MSBK0676600
Saanvi Sharma,CUST00110,Male,30,Patna,Bihar,469011,Self-Employed,Proprietorship,305045,Gold Loan,LA8549489527900,2025-09-01,2025-09-01,DSA,1965000,10.39,255291.41,8,1,0,0,2025-09-28,False,False,1726722.21,238277.79,17013.62,795,4,6,0,Current,B,BR9646,MSBK0746251
Vanya Yadav,CUST00111,Male,61,New Delhi,Delhi,323011,Salaried,Private,150723,Home Loan,LA5224754171056,2025-03-31,2025-03-31,DSA,1298000,9.24,15304.86,138,10,0,0,2026-01-15,False,False,1243019.12,54980.88,98067.72,754,2,0,5,Current,B,BR9678,MSBK0576605
Riya Kaur,CUST00112,Male,36,New Delhi,Delhi,476796,Salaried,Public Sector,101676,Auto Loan,LA2145170324092,2025-07-06,2025-07-06,Online,2559000,11.53,43217.08,88,0,1,33,,False,False,2559000.0,0.0,0.0,750,1,9,3,SMA-1,C,BR1272,MSBK0686141
Atharv Kulkarni,CUST00113,Male,56,Lucknow,Uttar Pradesh,677246,Salaried,NA,85922,Home Loan,LA8612716953872,2015-02-13,2015-02-13,Branch,28507000,10.08,281631.02,227,126,2,70,2025-06-15,False,False,19123451.1,9383548.9,26101959.62,729,4,1,0,SMA-2,D,BR9813,MSBK0341427
Aadhya Khan,CUST00114,Female,25,Jaipur,Rajasthan,574686,Self-Employed,Proprietorship,311482,Gold Loan,LA9624819014245,2017-02-22,2017-02-22,DSA,446000,7.2,21700.82,22,17,0,0,2018-07-15,False,False,106578.07,339421.93,29492.01,790,2,6,1,Current,B,BR1297,MSBK0471100
Krishna Khan,CUST00115,Female,29,Pune,Maharashtra,440317,Salaried,Public Sector,102219,Education Loan,LA5575071989379,2020-04-21,2020-04-21,Corporate Tie-up,620000,12.52,9200.15,117,1,0,0,2020-05-19,False,False,617268.52,2731.48,6468.67,786,1,3,0,Current,B,BR7903,MSBK0326301
Rudra Verma,CUST00116,Male,66,Noida,Uttar Pradesh,262742,Salaried,Government,192608,Auto Loan,LA8920721363766,2021-05-19,2021-05-19,Corporate Tie-up,2160000,10.46,79816.28,31,28,2,63,2023-09-02,False,False,235334.32,1924665.68,310190.16,716,1,4,0,SMA-2,D,BR2342,MSBK0856590
Navya Roy,CUST00117,Male,58,Chennai,Tamil Nadu,824505,Salaried,Proprietorship,164228,Personal Loan,LA9072894413388,2023-07-31,2023-07-31,Branch,2925000,11.53,103851.53,33,3,0,0,2023-10-28,False,False,2695568.14,229431.86,82122.73,750,1,11,2,Current,B,BR7090,MSBK0107884
Tara Iyer,CUST00118,Male,39,Coimbatore,Tamil Nadu,759677,Self-Employed,Proprietorship,246090,Home Loan,LA5742916612970,2020-08-06,2020-08-06,DSA,4186000,9.73,43973.03,183,41,0,0,2023-12-18,False,False,3700402.24,485597.76,1317296.47,789,4,11,0,Current,B,BR8248,MSBK0769399
Ishaan Mehta,CUST00119,Male,47,Gurgaon,Haryana,518622,Salaried,Private,74691,Auto Loan,LA3520147568967,2022-10-11,2022-10-11,Corporate Tie-up,2755000,12.06,52012.6,76,4,4,127,2023-02-04,False,False,2656223.94,98776.06,109274.34,724,1,4,5,NPA,D,BR9881,MSBK0125970
Riya Gupta,CUST00120,Male,32,Bhubaneswar,Odisha,669552,Salaried,Proprietorship,91759,Personal Loan,LA6484837520159,2020-01-07,2020-01-07,Branch,2552000,14.5,77837.46,42,31,0,0,2022-07-20,False,False,797254.38,1754745.62,658215.64,729,2,4,1,Current,B,BR7136,MSBK0832896
Atharv Iyer,CUST00121,Female,58,Patna,Bihar,457228,Retired,Public Sector,20701,Education Loan,LA8073931801056,2019-09-29,2019-09-29,Branch,2229000,13.43,45252.64,72,5,0,0,2020-02-26,False,False,2125169.74,103830.26,122432.94,788,0,11,1,Current,B,BR5979,MSBK0235491
Rohan Mahajan,CUST00122,Female,35,Hyderabad,Telangana,381577,Self-Employed,Private,34666,Auto Loan,LA6046539698101,2017-08-28,2017-08-28,DSA,2789000,11.14,61606.39,59,6,0,0,2018-02-24,False,False,2569673.63,219326.37,150311.97,799,6,12,0,Current,B,BR2251,MSBK0527976
Vanya Nair,CUST00123,Female,52,New Delhi,Delhi,227911,Professional,Public Sector,494214,Gold Loan,LA6839559970829,2015-12-23,2015-12-23,Online,1055000,7.69,79029.12,14,13,0,0,2017-01-11,False,False,78525.9,976474.1,50904.46,778,1,5,1,Current,B,BR1370,MSBK0475431
Saanvi Nair,CUST00124,Male,61,Chennai,Tamil Nadu,576663,Salaried,Public Sector,36667,Gold Loan,LA3694010640863,2016-03-28,2016-03-28,Corporate Tie-up,1755000,11.6,155601.41,12,9,0,0,2016-12-20,False,False,457922.68,1297077.32,103335.37,748,5,9,0,Current,B,BR4986,MSBK0498370
Reyansh Sharma,CUST00125,Male,54,Gurgaon,Haryana,838269,Salaried,NA,157252,Personal Loan,LA5551734929599,2016-03-20,2016-03-20,Corporate Tie-up,931000,14.25,83701.36,12,10,0,0,2017-01-09,False,False,164467.38,766532.62,70480.98,721,3,3,2,Current,B,BR5386,MSBK0598185
Aditya Thakur,CUST00126,Female,53,Noida,Uttar Pradesh,858146,Student,Government,17375,Gold Loan,LA2813393825291,2018-06-11,2018-06-11,Corporate Tie-up,963000,7.74,164142.7,6,2,0,0,2018-08-06,False,False,646118.64,316881.36,11404.04,767,1,5,1,Current,B,BR6548,MSBK0528139
Pari Kaur,CUST00127,Female,60,Ahmedabad,Gujarat,496913,Professional,Private,256421,Gold Loan,LA7878266713024,2016-05-04,2016-05-04,Corporate Tie-up,2413000,8.23,84240.51,32,5,0,0,2016-09-28,False,False,2069868.81,343131.19,78071.36,775,3,10,1,Current,B,BR8888,MSBK0683117
Reyansh Mukherjee,CUST00128,Female,27,Gurgaon,Haryana,244943,Salaried,Public Sector,167127,Education Loan,LA7825923166492,2022-12-30,2022-12-30,Corporate Tie-up,3706000,10.98,68509.56,75,27,3,100,2025-03-17,False,False,2651728.67,1054271.33,795486.79,712,1,3,4,NPA,D,BR2614,MSBK0799848
Ishita Verma,CUST00129,Male,27,Coimbatore,Tamil Nadu,472711,Self-Employed,Private,141577,Auto Loan,LA1256822065730,2021-10-10,2021-10-10,Online,2020000,8.16,40567.08,61,31,0,0,2024-04-25,False,False,1097544.5,922455.5,335123.98,748,2,5,3,Current,B,BR2719,MSBK0149729
Ishita Roy,CUST00130,Male,68,Bengaluru,Karnataka,685690,Salaried,NA,51508,Personal Loan,LA2592009478076,2023-11-26,2023-11-26,Corporate Tie-up,1598000,12.23,39742.58,52,4,0,0,2024-03-23,False,False,1502730.71,95269.29,63701.03,791,0,1,0,Current,B,BR3780,MSBK0844607
Meera Naidu,CUST00131,Female,43,Chandigarh,Chandigarh,234921,Salaried,Public Sector,235949,Business Loan,LA1590276338161,2017-11-01,2017-11-01,DSA,1005000,16.1,17673.83,108,71,3,97,2023-08-31,True,False,512799.52,492200.48,762641.45,693,2,8,0,NPA,D,BR2673,MSBK0591413
Yash Verma,CUST00132,Male,64,Patna,Bihar,409803,Student,Private,7218,Education Loan,LA5226949280588,2023-03-05,2023-03-05,Corporate Tie-up,2382000,11.61,46086.88,72,18,0,0,2024-08-23,False,False,1931328.86,450671.14,378892.7,741,6,8,0,Current,B,BR5109,MSBK0358938
Dhruv Bansal,CUST00133,Female,44,Patna,Bihar,717837,Professional,Public Sector,341431,Education Loan,LA1900542100171,2020-03-29,2020-03-29,Branch,3449000,12.25,66634.58,74,35,2,67,2023-02-12,True,False,2134906.94,1314093.06,1018117.24,701,1,10,0,SMA-2,D,BR6376,MSBK0559202
Vanya Sharma,CUST00134,Female,25,Lucknow,Uttar Pradesh,162894,Salaried,Public Sector,162896,Home Loan,LA2009360125607,2020-12-17,2020-12-17,DSA,25839000,8.31,250876.86,181,29,0,0,2023-05-05,False,False,23537226.24,2301773.76,4973655.18,793,1,2,0,Current,B,BR5775,MSBK0861466
Ananya Das,CUST00135,Male,62,Pune,Maharashtra,143719,Salaried,Private,43212,Auto Loan,LA6918407894645,2020-09-04,2020-09-04,DSA,955000,9.49,23198.9,50,29,0,0,2023-01-18,False,False,447248.87,507751.13,165016.97,771,1,5,1,Current,B,BR4382,MSBK0846033
Kunal Das,CUST00136,Male,36,Bhopal,Madhya Pradesh,695736,Salaried,Government,232334,Gold Loan,LA2955469067289,2019-05-15,2019-05-15,Corporate Tie-up,1872000,11.25,165668.84,12,4,2,67,2019-09-11,False,False,1271140.75,600859.25,61816.11,741,1,3,0,SMA-2,D,BR2627,MSBK0861810
Zara Chauhan,CUST00137,Male,50,Visakhapatnam,Andhra Pradesh,602645,Salaried,Government,25846,Auto Loan,LA1700087481177,2017-07-27,2017-07-27,DSA,601000,9.69,12062.28,64,7,0,0,2018-02-20,False,False,549296.48,51703.52,32732.44,767,0,7,0,Current,B,BR6388,MSBK0610069
Aarohi Kulkarni,CUST00138,Male,35,Chennai,Tamil Nadu,281175,Salaried,NA,236052,Education Loan,LA7552906915420,2021-11-22,2021-11-22,Branch,1072000,10.43,13468.72,136,1,0,0,2021-12-22,True,False,1067848.74,4151.26,9317.46,797,2,2,0,Current,B,BR7593,MSBK0102367
Sai Khan,CUST00139,Male,60,Coimbatore,Tamil Nadu,815814,Salaried,Proprietorship,127413,Personal Loan,LA6786682597551,2018-05-17,2018-05-17,Corporate Tie-up,1037000,19.16,28152.23,56,43,5,155,2021-11-27,False,False,328142.48,708857.52,501688.37,668,2,0,0,NPA,D,BR2810,MSBK0945909
Ayaan Thakur,CUST00140,Male,56,Gurgaon,Haryana,440271,Salaried,Government,115901,Auto Loan,LA5605327397937,2020-07-01,2020-07-01,Online,2774000,11.49,113415.4,28,2,0,0,2020-08-26,False,False,2599459.67,174540.33,52290.47,778,2,12,0,Current,B,BR8710,MSBK0915248
Jia Patel,CUST00141,Female,29,Bhopal,Madhya Pradesh,251282,Self-Employed,Private,109806,Education Loan,LA3178317487569,2015-06-29,2015-06-29,DSA,1091000,13.6,39812.25,33,23,3,90,2017-05-18,False,False,374391.03,716608.97,199072.78,702,4,10,0,NPA,D,BR7532,MSBK0122093
Dhruv Ghosh,CUST00142,Female,44,Bhopal,Madhya Pradesh,178833,Salaried,Government,75032,Auto Loan,LA4952405915140,2018-02-28,2018-02-28,Online,2297000,12.17,64975.61,44,7,2,60,2018-09-24,False,False,1996210.18,300789.82,154039.45,701,1,1,2,SMA-1,C,BR7082,MSBK0251418
Dhruv Yadav,CUST00143,Female,32,Chandigarh,Chandigarh,372389,Salaried,Government,232591,Business Loan,LA5282069371283,2019-01-03,2019-01-03,DSA,4338000,14.78,178797.7,29,2,0,0,2019-03-02,False,False,4085719.87,252280.13,105315.27,767,0,0,2,Current,B,BR6147,MSBK0262344
Vihaan Yadav,CUST00144,Male,36,New Delhi,Delhi,848355,Self-Employed,NA,312313,Auto Loan,LA7632780977540,2019-01-29,2019-01-29,Branch,2976000,10.83,54784.88,75,61,0,0,2024-02-01,False,False,717478.88,2258521.12,1083356.56,729,5,0,3,Current,B,BR8730,MSBK0327152
Rohan Nair,CUST00145,Male,50,Chennai,Tamil Nadu,651195,Student,Public Sector,9457,Home Loan,LA5455893493607,2019-08-29,2019-08-29,DSA,20230000,8.98,211963.63,168,12,0,0,2020-08-20,False,False,19472413.07,757586.93,1785976.63,767,3,10,4,Current,B,BR6665,MSBK0889517
Nisha Rao,CUST00146,Male,41,Mumbai,Maharashtra,167750,Self-Employed,Proprietorship,147634,Education Loan,LA7211233185015,2022-11-27,2022-11-27,Online,2873000,11.7,49501.05,86,30,0,0,2025-05-15,False,False,2128310.88,744689.12,740342.38,783,2,0,3,Current,B,BR9050,MSBK0996577
Meera Patel,CUST00147,Male,33,Kolkata,West Bengal,408668,Student,Government,4980,Gold Loan,LA6456270758355,2023-11-18,2023-11-18,DSA,1884000,7.85,100803.92,20,8,0,0,2024-07-12,False,False,1159744.35,724255.65,82175.71,768,1,2,3,Current,B,BR9596,MSBK0479660
Dhruv Joshi,CUST00148,Female,64,Kochi,Kerala,791995,Professional,Private,149476,Gold Loan,LA6359529386302,2018-02-01,2018-02-01,Branch,1112000,11.18,56136.63,22,20,1,33,2019-09-19,False,False,110723.51,1001276.49,121456.11,695,1,11,4,SMA-1,C,BR2433,MSBK0311191
Vanya Thakur,CUST00149,Male,33,Gurgaon,Haryana,586797,Salaried,NA,160952,Education Loan,LA6794046743069,2022-08-05,2022-08-05,Branch,242000,11.13,4160.19,84,5,4,130,2022-12-30,False,False,232242.47,9757.53,11043.42,673,3,12,2,NPA,D,BR1684,MSBK0428312
Navya Yadav,CUST00150,Female,26,Chandigarh,Chandigarh,234283,Self-Employed,Public Sector,106857,Education Loan,LA3741776788198,2016-02-12,2016-02-12,Online,492000,9.91,14493.46,40,36,0,0,2019-01-24,False,False,56796.4,435203.6,86560.96,729,1,6,1,Current,B,BR5470,MSBK0667150
Anay Reddy,CUST00151,Female,38,Ahmedabad,Gujarat,151346,Salaried,Proprietorship,118953,Home Loan,LA9016392400656,2019-04-25,2019-04-25,Online,13638000,10.11,124027.78,311,57,2,63,2023-12-29,False,False,12973671.2,664328.8,6405254.66,758,0,6,2,SMA-2,D,BR1889,MSBK0640706
Nisha Iyer,CUST00152,Male,57,Lucknow,Uttar Pradesh,728067,Retired,Public Sector,3735,Business Loan,LA3302171539364,2020-03-03,2020-03-03,Branch,7148000,15.52,123199.68,108,36,2,70,2023-02-11,False,False,5749357.28,1398642.72,3036545.76,735,0,11,0,SMA-2,D,BR5456,MSBK0953778
Meera Mukherjee,CUST00153,Female,22,Coimbatore,Tamil Nadu,431917,Retired,Government,72968,Home Loan,LA3258675748480,2025-03-05,2025-03-05,Branch,24093000,8.12,259219.2,147,7,0,0,2025-09-30,False,False,23405846.95,687153.05,1127381.35,798,1,9,3,Current,B,BR5603,MSBK0696652
Kiara Roy,CUST00154,Female,25,Bengaluru,Karnataka,287773,Student,Public Sector,9660,Gold Loan,LA9210793908752,2024-06-21,2024-06-21,Branch,484000,7.92,30191.4,17,17,0,0,2025-11-13,False,False,0.0,484000.0,29253.8,758,1,7,1,Closed,B,BR7397,MSBK0459951
Mira Gupta,CUST00155,Male,61,Pune,Maharashtra,400961,Salaried,Government,220773,Auto Loan,LA7144253746402,2018-05-24,2018-05-24,Online,850000,11.17,13430.22,96,10,0,0,2019-03-19,False,False,792448.86,57551.14,76751.06,762,2,2,0,Current,B,BR6612,MSBK0678905
Krishna Ghosh,CUST00156,Female,28,Hyderabad,Telangana,239716,Professional,Private,379067,Personal Loan,LA2902386378862,2019-03-23,2019-03-23,Corporate Tie-up,2031000,18.28,49006.89,66,24,2,65,2021-03-11,False,False,1512194.98,518805.02,657360.34,729,2,7,1,SMA-2,D,BR5889,MSBK0135313
Rohan Reddy,CUST00157,Male,42,Lucknow,Uttar Pradesh,121133,Professional,Private,474731,Personal Loan,LA1226564075067,2020-09-24,2020-09-24,Corporate Tie-up,348000,17.84,12825.08,35,27,0,0,2022-12-09,False,False,96063.39,251936.61,94340.55,753,1,1,1,Current,B,BR2836,MSBK0542451
Ishita Sharma,CUST00158,Male,62,Bhopal,Madhya Pradesh,784177,Salaried,Government,26678,Auto Loan,LA2004096634811,2016-02-27,2016-02-27,Online,2305000,11.5,68251.27,41,33,0,0,2018-11-09,False,False,523196.28,1781803.72,470488.19,729,2,7,4,Current,B,BR6860,MSBK0978502
Aisha Naidu,CUST00159,Male,49,Bhopal,Madhya Pradesh,829968,Salaried,Government,150525,Personal Loan,LA9053786644510,2016-11-02,2016-11-02,DSA,994000,14.8,21886.53,67,48,1,35,2020-10-08,False,False,368700.38,625299.62,425253.82,719,2,4,4,SMA-1,C,BR3635,MSBK0806764
Anay Mukherjee,CUST00160,Male,68,Kochi,Kerala,611880,Salaried,Government,200155,Personal Loan,LA4940167008268,2025-02-25,2025-02-25,Online,1329000,19.1,34899.91,59,1,0,0,2025-03-26,False,False,1315253.34,13746.66,21153.25,784,2,7,1,Current,B,BR8767,MSBK0804958
Kiara Reddy,CUST00161,Male,34,Patna,Bihar,439398,Salaried,NA,98311,Home Loan,LA2896664339505,2016-10-04,2016-10-04,Corporate Tie-up,12417000,10.22,117897.63,268,100,1,40,2024-12-21,False,False,10512906.78,1904093.22,9885669.78,765,0,2,1,SMA-1,C,BR8791,MSBK0956357
Diya Sharma,CUST00162,Male,24,Bhopal,Madhya Pradesh,156359,Salaried,Public Sector,211718,Personal Loan,LA6759229652945,2024-01-06,2024-01-06,Branch,1722000,18.36,46002.73,56,11,2,63,2024-11-30,False,False,1488459.02,233540.98,272489.05,753,4,6,0,SMA-2,D,BR8512,MSBK0413530
Ishaan Nair,CUST00163,Female,58,Patna,Bihar,624025,Retired,Government,24563,Education Loan,LA3106387206451,2016-10-15,2016-10-15,DSA,2982000,13.98,109363.01,33,27,0,0,2019-01-02,False,False,630232.33,2351767.67,601033.6,762,1,7,1,Current,B,BR6958,MSBK0777493
Ishaan Joshi,CUST00164,Male,38,Kolkata,West Bengal,305081,Salaried,Proprietorship,179463,Education Loan,LA7531691989837,2023-04-03,2023-04-03,Online,3261000,13.46,51749.53,110,13,0,0,2024-04-26,False,False,3049928.7,211071.3,461672.59,784,1,1,3,Current,B,BR3991,MSBK0799575
Navya Banerjee,CUST00165,Female,43,Bhopal,Madhya Pradesh,225313,Salaried,Proprietorship,164882,Personal Loan,LA8669723484143,2020-08-05,2020-08-05,Branch,2802000,16.06,74154.88,53,9,1,30,2021-04-27,False,False,2453884.03,348115.97,319277.95,755,0,5,3,SMA-0,B,BR7057,MSBK0596243
Ayaan Singh,CUST00166,Female,19,Patna,Bihar,526518,Self-Employed,Private,233007,Business Loan,LA9366527465127,2018-01-13,2018-01-13,Branch,3507000,12.06,53098.14,109,2,0,0,2018-03-11,False,False,3471114.99,35885.01,70311.27,772,3,8,3,Current,B,BR9351,MSBK0719332
Diya Mahajan,CUST00167,Female,50,Chennai,Tamil Nadu,430923,Salaried,Private,184636,Business Loan,LA8359223879101,2018-06-23,2018-06-23,Online,12177000,14.89,212150.8,101,55,0,0,2022-12-24,False,False,7401983.23,4775016.77,6893277.23,757,2,5,2,Current,B,BR1684,MSBK0351684
